timestamp;resource;state
01-06-2023 11:53:11.253;agv2;busy
01-06-2023 11:59:46.017;agv2;idle
01-06-2023 11:59:46.017;cell2;busy
01-06-2023 11:59:46.017;agv2;busy
01-06-2023 12:05:57.716;agv2;idle
01-06-2023 12:05:57.716;agv2;busy
01-06-2023 12:06:56.996;cell1;repaired
01-06-2023 12:06:56.996;cell1;busy
01-06-2023 12:09:59.527;cell2;idle
01-06-2023 12:09:59.527;cell2;busy
01-06-2023 12:11:49.381;agv2;idle
01-06-2023 12:11:49.381;agv2;busy
01-06-2023 12:12:00.429;agv1;idle
01-06-2023 12:12:00.429;agv1;failure
01-06-2023 12:15:26.332;cell1;idle
01-06-2023 12:15:26.332;cell1;busy
01-06-2023 12:16:47.662;cell2;idle
01-06-2023 12:16:47.662;cell2;busy
01-06-2023 12:16:52.475;agv2;idle
01-06-2023 12:16:52.475;agv2;busy
01-06-2023 12:21:40.672;cell1;idle
01-06-2023 12:21:40.672;cell1;busy
01-06-2023 12:22:39.134;agv2;idle
01-06-2023 12:22:39.134;agv2;busy
01-06-2023 12:24:46.184;cell2;idle
01-06-2023 12:24:46.184;cell2;busy
01-06-2023 12:29:02.360;cell1;idle
01-06-2023 12:29:02.360;cell1;busy
01-06-2023 12:30:26.270;agv2;idle
01-06-2023 12:30:26.270;agv2;busy
01-06-2023 12:33:21.598;cell2;idle
01-06-2023 12:33:21.598;cell2;busy
01-06-2023 12:36:18.853;agv2;idle
01-06-2023 12:36:18.853;agv2;busy
01-06-2023 12:37:22.105;cell1;idle
01-06-2023 12:37:22.105;cell1;busy
01-06-2023 12:40:58.999;cell2;idle
01-06-2023 12:40:58.999;cell2;busy
01-06-2023 12:41:16.984;agv2;idle
01-06-2023 12:41:16.984;agv2;busy
01-06-2023 12:44:33.415;cell1;idle
01-06-2023 12:44:33.415;cell1;busy
01-06-2023 12:47:48.258;agv2;idle
01-06-2023 12:47:48.258;agv2;busy
01-06-2023 12:48:31.569;cell2;idle
01-06-2023 12:48:31.569;cell2;busy
01-06-2023 12:50:56.058;cell1;idle
01-06-2023 12:53:26.974;agv2;idle
01-06-2023 12:53:26.974;agv2;busy
01-06-2023 12:56:41.561;cell2;idle
01-06-2023 12:56:41.561;cell2;failure
01-06-2023 12:59:29.891;agv2;idle
01-06-2023 12:59:29.891;agv2;busy
01-06-2023 13:06:03.986;agv2;idle
01-06-2023 13:06:03.986;agv2;busy
01-06-2023 13:35:00.923;cell1;failure
01-06-2023 13:57:09.231;cell2;repaired
01-06-2023 13:57:09.231;cell2;busy
01-06-2023 14:00:01.750;agv1;repaired
01-06-2023 14:00:01.750;agv1;busy
01-06-2023 14:02:11.144;agv2;idle
01-06-2023 14:02:11.144;agv2;failure
01-06-2023 14:02:59.627;agv1;idle
01-06-2023 14:02:59.627;agv1;busy
01-06-2023 14:06:44.408;agv1;idle
01-06-2023 14:06:44.408;agv1;busy
01-06-2023 14:07:12.711;cell2;idle
01-06-2023 14:07:12.711;cell2;busy
01-06-2023 14:10:24.994;agv1;idle
01-06-2023 14:10:24.994;agv1;busy
01-06-2023 14:13:35.582;agv1;idle
01-06-2023 14:13:35.582;agv1;busy
01-06-2023 14:14:40.911;cell2;idle
01-06-2023 14:14:40.911;cell2;busy
01-06-2023 14:17:15.537;agv1;idle
01-06-2023 14:17:15.537;agv1;busy
01-06-2023 14:22:09.649;cell2;idle
01-06-2023 14:22:09.649;cell2;busy
01-06-2023 14:29:39.094;cell2;idle
01-06-2023 14:29:39.094;cell2;busy
01-06-2023 14:38:03.986;cell2;idle
01-06-2023 14:38:03.986;cell2;busy
01-06-2023 14:39:17.934;cell1;repaired
01-06-2023 14:39:17.934;cell1;busy
01-06-2023 14:41:57.929;agv1;idle
01-06-2023 14:41:57.929;agv1;busy
01-06-2023 14:45:41.415;cell2;idle
01-06-2023 14:47:37.709;cell1;idle
01-06-2023 14:47:37.709;cell1;busy
01-06-2023 14:52:52.533;agv1;idle
01-06-2023 14:52:52.533;agv1;busy
01-06-2023 14:54:43.611;cell1;idle
01-06-2023 14:54:43.611;cell1;busy
01-06-2023 14:59:06.989;agv1;idle
01-06-2023 14:59:06.989;agv1;busy
01-06-2023 15:00:36.583;cell1;idle
01-06-2023 15:00:36.583;cell1;busy
01-06-2023 15:03:53.282;agv1;idle
01-06-2023 15:03:53.282;agv1;busy
01-06-2023 15:08:27.302;cell1;idle
01-06-2023 15:08:27.302;cell1;busy
01-06-2023 15:12:45.180;agv1;idle
01-06-2023 15:12:45.180;agv1;busy
01-06-2023 15:15:37.495;cell1;idle
01-06-2023 15:15:37.495;cell1;busy
01-06-2023 15:19:18.102;cell2;failure
01-06-2023 15:19:49.950;agv1;idle
01-06-2023 15:19:49.950;agv1;busy
01-06-2023 15:23:05.489;cell1;idle
01-06-2023 15:23:05.489;cell1;busy
01-06-2023 15:27:29.416;agv1;idle
01-06-2023 15:27:29.416;agv1;busy
01-06-2023 15:31:11.293;cell1;idle
01-06-2023 15:31:11.293;cell1;busy
01-06-2023 15:35:27.846;agv1;idle
01-06-2023 15:35:27.846;agv1;failure
01-06-2023 15:37:48.822;cell1;idle
01-06-2023 15:37:48.822;cell1;busy
01-06-2023 15:44:45.348;cell1;idle
01-06-2023 15:44:45.348;cell1;busy
01-06-2023 15:50:06.284;cell1;idle
01-06-2023 15:50:06.284;cell1;busy
01-06-2023 15:57:23.199;cell1;idle
01-06-2023 15:57:23.199;cell1;failure
01-06-2023 16:11:11.385;cell2;repaired
01-06-2023 16:56:27.270;cell1;repaired
01-06-2023 16:56:27.270;cell1;busy
01-06-2023 17:03:13.137;agv2;repaired
01-06-2023 17:03:13.137;agv2;busy
01-06-2023 17:03:37.290;cell1;idle
01-06-2023 17:03:37.290;cell1;busy
01-06-2023 17:07:35.360;agv2;idle
01-06-2023 17:07:35.360;cell2;busy
01-06-2023 17:07:35.360;agv2;busy
01-06-2023 17:11:37.981;cell1;idle
01-06-2023 17:13:44.308;agv2;idle
01-06-2023 17:13:44.308;agv2;busy
01-06-2023 17:16:24.768;cell2;idle
01-06-2023 17:16:24.768;cell2;busy
01-06-2023 17:19:21.270;agv2;idle
01-06-2023 17:19:21.270;agv2;busy
01-06-2023 17:24:48.473;cell2;idle
01-06-2023 17:24:48.473;cell2;busy
01-06-2023 17:25:26.217;agv2;idle
01-06-2023 17:25:26.217;agv2;busy
01-06-2023 17:31:52.890;agv2;idle
01-06-2023 17:31:52.890;agv2;busy
01-06-2023 17:32:18.120;cell2;idle
01-06-2023 17:32:18.120;cell2;failure
01-06-2023 17:34:39.550;agv1;repaired
01-06-2023 17:34:39.550;agv1;busy
01-06-2023 17:39:24.762;agv1;idle
01-06-2023 17:39:24.762;cell1;busy
01-06-2023 17:39:24.762;agv1;busy
01-06-2023 17:39:51.570;agv2;idle
01-06-2023 17:39:51.570;agv2;busy
01-06-2023 17:43:22.784;agv1;idle
01-06-2023 17:43:22.784;agv1;busy
01-06-2023 17:45:51.467;agv2;idle
01-06-2023 17:45:51.467;agv2;busy
01-06-2023 17:46:07.004;cell1;idle
01-06-2023 17:46:07.004;cell1;busy
01-06-2023 17:48:08.537;agv1;idle
01-06-2023 17:48:08.537;agv1;busy
01-06-2023 17:52:39.435;cell1;idle
01-06-2023 17:52:39.435;cell1;busy
01-06-2023 17:52:44.068;agv2;idle
01-06-2023 17:52:44.068;agv2;busy
01-06-2023 17:53:12.356;agv1;idle
01-06-2023 17:53:12.356;agv1;busy
01-06-2023 17:59:31.576;agv1;idle
01-06-2023 17:59:31.576;agv1;busy
01-06-2023 17:59:50.298;cell1;idle
01-06-2023 17:59:50.298;cell1;busy
01-06-2023 18:04:14.186;agv1;idle
01-06-2023 18:04:14.186;agv1;busy
01-06-2023 18:06:56.925;cell1;idle
01-06-2023 18:06:56.925;cell1;busy
01-06-2023 18:09:19.483;agv1;idle
01-06-2023 18:09:19.483;agv1;busy
01-06-2023 18:12:51.401;cell1;idle
01-06-2023 18:12:51.401;cell1;failure
01-06-2023 18:14:27.757;agv1;idle
01-06-2023 18:14:27.757;agv1;busy
01-06-2023 18:16:19.993;agv1;idle
01-06-2023 18:16:19.993;agv1;busy
01-06-2023 18:19:16.691;agv1;idle
01-06-2023 18:19:16.691;agv1;busy
01-06-2023 18:28:37.290;cell2;repaired
01-06-2023 18:28:37.290;cell2;busy
01-06-2023 18:31:59.714;agv2;idle
01-06-2023 18:31:59.714;agv2;busy
01-06-2023 18:36:27.547;cell2;idle
01-06-2023 18:36:27.547;cell2;busy
01-06-2023 18:42:54.908;agv2;idle
01-06-2023 18:42:54.908;agv2;failure
01-06-2023 18:43:45.274;cell2;idle
01-06-2023 18:43:45.274;cell2;busy
01-06-2023 18:51:20.098;cell2;idle
01-06-2023 18:51:20.098;cell2;busy
01-06-2023 18:58:44.614;cell2;idle
01-06-2023 18:58:44.614;cell2;busy
01-06-2023 19:05:55.034;cell2;idle
01-06-2023 19:05:55.034;cell2;busy
01-06-2023 19:15:09.246;cell2;idle
01-06-2023 19:15:09.246;cell2;busy
01-06-2023 19:22:17.782;cell2;idle
01-06-2023 19:26:55.324;cell1;repaired
01-06-2023 19:26:55.324;cell1;busy
01-06-2023 19:31:15.460;agv1;idle
01-06-2023 19:31:15.460;agv1;failure
01-06-2023 19:33:46.988;cell1;idle
01-06-2023 19:33:46.988;cell1;busy
01-06-2023 19:42:20.509;cell1;idle
01-06-2023 19:42:20.509;cell1;busy
01-06-2023 19:46:55.969;cell2;failure
01-06-2023 19:48:45.242;cell1;idle
01-06-2023 19:48:45.242;cell1;busy
01-06-2023 19:55:40.318;cell1;idle
01-06-2023 19:55:40.318;cell1;busy
01-06-2023 20:02:57.743;cell1;idle
01-06-2023 20:02:57.743;cell1;busy
01-06-2023 20:10:14.716;cell1;idle
01-06-2023 20:52:05.148;cell2;repaired
01-06-2023 20:56:28.524;cell1;failure
01-06-2023 21:27:48.567;agv2;repaired
01-06-2023 21:27:48.567;agv2;busy
01-06-2023 21:33:53.956;agv1;repaired
01-06-2023 21:33:53.956;agv1;busy
01-06-2023 21:33:56.003;agv2;idle
01-06-2023 21:33:56.003;cell2;busy
01-06-2023 21:33:56.003;agv2;busy
01-06-2023 21:37:57.028;agv1;idle
01-06-2023 21:37:57.028;agv1;busy
01-06-2023 21:39:30.483;agv2;idle
01-06-2023 21:39:30.483;agv2;busy
01-06-2023 21:42:10.106;agv1;idle
01-06-2023 21:42:10.106;agv1;busy
01-06-2023 21:43:26.397;cell2;idle
01-06-2023 21:43:26.397;cell2;busy
01-06-2023 21:45:50.495;agv1;idle
01-06-2023 21:45:50.495;agv1;busy
01-06-2023 21:46:23.465;agv2;idle
01-06-2023 21:46:23.465;agv2;busy
01-06-2023 21:47:18.709;agv1;idle
01-06-2023 21:47:18.709;agv1;busy
01-06-2023 21:49:44.723;cell2;idle
01-06-2023 21:49:44.723;cell2;busy
01-06-2023 21:50:06.877;agv1;idle
01-06-2023 21:50:06.877;agv1;busy
01-06-2023 21:50:47.712;agv2;idle
01-06-2023 21:50:47.712;agv2;busy
01-06-2023 21:57:38.928;cell2;idle
01-06-2023 21:57:38.928;cell2;busy
01-06-2023 21:57:46.738;agv2;idle
01-06-2023 21:57:46.738;agv2;busy
01-06-2023 22:04:28.479;cell2;idle
01-06-2023 22:04:28.479;cell2;busy
01-06-2023 22:04:31.148;agv2;idle
01-06-2023 22:04:31.148;agv2;busy
01-06-2023 22:08:11.620;cell1;repaired
01-06-2023 22:08:11.620;cell1;busy
01-06-2023 22:11:25.375;agv2;idle
01-06-2023 22:11:25.375;agv2;busy
01-06-2023 22:12:32.589;agv1;idle
01-06-2023 22:12:32.589;agv1;busy
01-06-2023 22:12:53.820;cell2;idle
01-06-2023 22:12:53.820;cell2;failure
01-06-2023 22:14:06.356;cell1;idle
01-06-2023 22:14:06.356;cell1;busy
01-06-2023 22:16:39.705;agv1;idle
01-06-2023 22:16:39.705;agv1;busy
01-06-2023 22:17:36.621;agv2;idle
01-06-2023 22:17:36.621;agv2;busy
01-06-2023 22:18:32.616;cell1;idle
01-06-2023 22:18:32.616;cell1;busy
01-06-2023 22:23:35.573;agv2;idle
